Gene,Expressed,AC_LRG,AN_LRG,AF_LRG,AC_HRG,AN_HRG,AF_HRG,pVal,FDR
ZNF175,YES,55,680,0.3235294118,77,744,0.4139784946,0.2020915301,1
PTPRH,YES,20,510,0.1176470588,32,558,0.1720430108,0.2031286953,1
TSPAN33,YES,51,340,0.3,72,372,0.3870967742,0.2047334782,1
VPREB1,NO,33,170,0.1941176471,25,186,0.1344086022,0.2055951754,-
ONECUT2,NO,42,170,0.2470588235,33,186,0.1774193548,0.2058353336,-
ARRB1,YES,15,170,0.0882352941,9,186,0.0483870968,0.2061052017,1
ALDH4A1,YES,7,170,0.0411764706,3,186,0.0161290323,0.2074582896,1
MED16,YES,7,170,0.0411764706,3,186,0.0161290323,0.2074582896,1
LHFP,YES,7,340,0.0411764706,3,372,0.0161290323,0.2085458134,1
S100A4,YES,7,340,0.0411764706,3,372,0.0161290323,0.2085458134,1
KCNA6,NA,466,850,2.7411764706,563,930,3.0268817204,0.2094804989,1
FAM124B,YES,43,338,0.2543417367,63,372,0.3387096774,0.2103190673,1
RAB41,YES,19,340,0.1117647059,13,372,0.0698924731,0.2105533028,1
PKDREJ,NO,32,340,0.1882352941,24,372,0.1290322581,0.2113423708,-
ZNF596,YES,15,340,0.0882352941,9,372,0.0483870968,0.2121846642,1
PTBP2,YES,5,170,0.0294117647,11,186,0.0591397849,0.213213678,1
SMIM7,YES,15,510,0.0882352941,9,558,0.0483870968,0.2144899177,1
NNT,YES,22,340,0.1294117647,35,372,0.188172043,0.2148625607,1
SLC2A11,YES,22,340,0.1294117647,35,372,0.188172043,0.2148625607,1
SNUPN,YES,24,170,0.1411764706,38,186,0.2043010753,0.2150722701,1
ARF6,YES,5,340,0.0294117647,11,372,0.0591397849,0.2151245646,1
GKN1,NO,5,340,0.0294117647,11,372,0.0591397849,0.2151245646,-
CDKAL1,YES,94,340,0.5529411765,126,372,0.6774193548,0.2160168904,1
NFKBIA,YES,11,170,0.0647058824,6,186,0.0322580645,0.2166412992,1
PBK,YES,32,170,0.1882352941,48,186,0.2580645161,0.217384999,1
CFD,YES,28,170,0.1647058824,20,186,0.1075268817,0.2182812134,1
TMEM176A,NO,28,170,0.1647058824,20,186,0.1075268817,0.2182812134,-
NMUR1,NO,135,510,0.7941176471,174,558,0.935483871,0.2190244602,-
IMMP2L,YES,1,170,0.0058823529,5,186,0.0268817204,0.219167585,1
ANKRD30A,NO,1,170,0.0058823529,5,186,0.0268817204,0.219167585,-
C8orf74,NO,1,170,0.0058823529,5,186,0.0268817204,0.219167585,-
KRTAP11-1,NO,1,170,0.0058823529,5,186,0.0268817204,0.219167585,-
BCLAF1,YES,17,340,0.1,28,372,0.1505376344,0.2195366388,1
HDGFL2;PLIN4,NO,81,340,0.4764705882,109,372,0.5860215054,0.2202162322,-
GATAD1,YES,1,340,0.0058823529,5,372,0.0268817204,0.2203330429,1
NLRP13,YES,1,340,0.0058823529,5,372,0.0268817204,0.2203330429,1
DDHD1,YES,13,170,0.0764705882,23,186,0.123655914,0.2206386902,1
SERPINI2,NO,13,170,0.0764705882,23,186,0.123655914,0.2206386902,-
CENPX,YES,1,850,0.0058823529,5,930,0.0268817204,0.2210753776,1
SENP5,YES,1,850,0.0058823529,5,930,0.0268817204,0.2210753776,1
ZDHHC11B,NO,47,584,0.3209985375,40,660,0.2354396536,0.2223250291,-
BARHL2,YES,83,340,0.4882352941,112,372,0.6021505376,0.2242842176,1
SKA3,YES,9,170,0.0529411765,17,186,0.0913978495,0.2255627486,1
SLC1A3,YES,44,170,0.2588235294,64,186,0.3440860215,0.2258368438,1
CPNE7,NO,34,340,0.2,26,372,0.1397849462,0.2259228253,-
AGO2,YES,29,170,0.1705882353,21,186,0.1129032258,0.2266167309,1
PACSIN2,YES,2,336,0.0119064493,0,370,0,0.2275589544,1
SLC25A29,YES,70,1360,0.4117647059,94,1488,0.5053763441,0.2278196808,1
ADAM11,NO,206,1360,1.2117647059,255,1488,1.3709677419,0.2278300999,-
TRAK1,YES,187,850,1.1,178,930,0.9569892473,0.2279154788,1
PLAGL2,YES,3,170,0.0176470588,8,186,0.0430107527,0.2280364435,1
RERG,YES,3,170,0.0176470588,8,186,0.0430107527,0.2280364435,1
TNFRSF13B,NO,3,170,0.0176470588,8,186,0.0430107527,0.2280364435,-
ZNF468,YES,26,170,0.1529411765,40,186,0.2150537634,0.2285444326,1
AFTPH,YES,2,340,0.0117647059,0,372,0,0.2290829375,1
ATF7IP2,YES,2,340,0.0117647059,0,372,0,0.2290829375,1
C8orf33,YES,2,340,0.0117647059,0,372,0,0.2290829375,1
CLDN19,YES,2,340,0.0117647059,0,372,0,0.2290829375,1
COL6A1,YES,2,340,0.0117647059,0,372,0,0.2290829375,1
CYP27B1,YES,2,340,0.0117647059,0,372,0,0.2290829375,1
DPEP1,YES,2,340,0.0117647059,0,372,0,0.2290829375,1
ERO1A,YES,2,340,0.0117647059,0,372,0,0.2290829375,1
FAM213B,YES,2,340,0.0117647059,0,372,0,0.2290829375,1
HERC1,YES,2,340,0.0117647059,0,372,0,0.2290829375,1
IGSF5,YES,2,340,0.0117647059,0,372,0,0.2290829375,1
IST1,YES,2,340,0.0117647059,0,372,0,0.2290829375,1
MAPKAPK5,YES,2,340,0.0117647059,0,372,0,0.2290829375,1
MCTP2,YES,2,340,0.0117647059,0,372,0,0.2290829375,1
NDUFS1,YES,2,340,0.0117647059,0,372,0,0.2290829375,1
NMT2,YES,2,340,0.0117647059,0,372,0,0.2290829375,1
NQO1,YES,2,340,0.0117647059,0,372,0,0.2290829375,1
OTUD7B,YES,2,340,0.0117647059,0,372,0,0.2290829375,1
RBFA,YES,2,340,0.0117647059,0,372,0,0.2290829375,1
RNF220,YES,2,340,0.0117647059,0,372,0,0.2290829375,1
ROBO2,YES,2,340,0.0117647059,0,372,0,0.2290829375,1
SBNO1,YES,2,340,0.0117647059,0,372,0,0.2290829375,1
SCARB1,YES,2,340,0.0117647059,0,372,0,0.2290829375,1
SEC14L4,YES,2,340,0.0117647059,0,372,0,0.2290829375,1
SLC25A30,YES,2,340,0.0117647059,0,372,0,0.2290829375,1
SUN2,YES,2,340,0.0117647059,0,372,0,0.2290829375,1
TLE3,YES,2,340,0.0117647059,0,372,0,0.2290829375,1
TPD52L1,YES,2,340,0.0117647059,0,372,0,0.2290829375,1
TRIM3,YES,2,340,0.0117647059,0,372,0,0.2290829375,1
VPREB3,YES,2,340,0.0117647059,0,372,0,0.2290829375,1
ZNF197;ZNF660-ZNF197,YES,2,340,0.0117647059,0,372,0,0.2290829375,1
ZNF573,YES,2,340,0.0117647059,0,372,0,0.2290829375,1
ADPRHL1,NO,2,340,0.0117647059,0,372,0,0.2290829375,-
BCAM,NO,2,340,0.0117647059,0,372,0,0.2290829375,-
C12orf54,NO,2,340,0.0117647059,0,372,0,0.2290829375,-
HFE,NO,2,340,0.0117647059,0,372,0,0.2290829375,-
ISM1,NO,2,340,0.0117647059,0,372,0,0.2290829375,-
LMCD1,NO,2,340,0.0117647059,0,372,0,0.2290829375,-
LMF1,NO,2,340,0.0117647059,0,372,0,0.2290829375,-
P2RY4,NO,2,340,0.0117647059,0,372,0,0.2290829375,-
RASL12,NO,2,340,0.0117647059,0,372,0,0.2290829375,-
SEC16B,NO,2,340,0.0117647059,0,372,0,0.2290829375,-
SIGLEC6,NO,2,340,0.0117647059,0,372,0,0.2290829375,-
STOML3,NO,2,340,0.0117647059,0,372,0,0.2290829375,-
VWC2,NO,2,340,0.0117647059,0,372,0,0.2290829375,-
ZNF575,NO,2,340,0.0117647059,0,372,0,0.2290829375,-
ZNF853,NO,2,340,0.0117647059,0,372,0,0.2290829375,-
CARS2,YES,18,340,0.1058823529,29,372,0.1559139785,0.2297104903,1
GAS2L2,NO,3,340,0.0176470588,8,372,0.0430107527,0.2297767034,-
RPRD2,YES,58,170,0.3411764706,82,186,0.4408602151,0.2298980957,1
ANKRD27,YES,2,170,0.0117647059,0,186,0,0.2301300408,1
ANO3,YES,2,170,0.0117647059,0,186,0,0.2301300408,1
ASAH1,YES,2,170,0.0117647059,0,186,0,0.2301300408,1
ATF1,YES,2,170,0.0117647059,0,186,0,0.2301300408,1
C1orf162,YES,2,170,0.0117647059,0,186,0,0.2301300408,1
CACFD1,YES,2,170,0.0117647059,0,186,0,0.2301300408,1
CHD6,YES,2,170,0.0117647059,0,186,0,0.2301300408,1
CITED1,YES,2,170,0.0117647059,0,186,0,0.2301300408,1
DNAJC15,YES,2,170,0.0117647059,0,186,0,0.2301300408,1
DOK2,YES,2,170,0.0117647059,0,186,0,0.2301300408,1
EVL,YES,2,170,0.0117647059,0,186,0,0.2301300408,1
FAM210B,YES,2,170,0.0117647059,0,186,0,0.2301300408,1
HBE1,YES,2,170,0.0117647059,0,186,0,0.2301300408,1
HHAT,YES,2,170,0.0117647059,0,186,0,0.2301300408,1
HNRNPF,YES,2,170,0.0117647059,0,186,0,0.2301300408,1
HTATSF1,YES,2,170,0.0117647059,0,186,0,0.2301300408,1
IFT57,YES,2,170,0.0117647059,0,186,0,0.2301300408,1
KDM6A,YES,2,170,0.0117647059,0,186,0,0.2301300408,1
KLHDC10,YES,2,170,0.0117647059,0,186,0,0.2301300408,1
KLK10,YES,2,170,0.0117647059,0,186,0,0.2301300408,1
LRIG1,YES,2,170,0.0117647059,0,186,0,0.2301300408,1
MAP3K7,YES,2,170,0.0117647059,0,186,0,0.2301300408,1
MCL1,YES,2,170,0.0117647059,0,186,0,0.2301300408,1
METTL16,YES,2,170,0.0117647059,0,186,0,0.2301300408,1
MFSD9,YES,2,170,0.0117647059,0,186,0,0.2301300408,1
NAA25,YES,2,170,0.0117647059,0,186,0,0.2301300408,1
NARS2,YES,2,170,0.0117647059,0,186,0,0.2301300408,1
NELFA,YES,2,170,0.0117647059,0,186,0,0.2301300408,1
NPRL2,YES,2,170,0.0117647059,0,186,0,0.2301300408,1
PRAF2,YES,2,170,0.0117647059,0,186,0,0.2301300408,1
PRRX2,YES,2,170,0.0117647059,0,186,0,0.2301300408,1
PYM1,YES,2,170,0.0117647059,0,186,0,0.2301300408,1
RGS14,YES,2,170,0.0117647059,0,186,0,0.2301300408,1
RIMKLB,YES,2,170,0.0117647059,0,186,0,0.2301300408,1
SATB1,YES,2,170,0.0117647059,0,186,0,0.2301300408,1
SEZ6L2,YES,2,170,0.0117647059,0,186,0,0.2301300408,1
SGCE,YES,2,170,0.0117647059,0,186,0,0.2301300408,1
SHCBP1,YES,2,170,0.0117647059,0,186,0,0.2301300408,1
SIL1,YES,2,170,0.0117647059,0,186,0,0.2301300408,1
SLC2A3,YES,2,170,0.0117647059,0,186,0,0.2301300408,1
SMCO4,YES,2,170,0.0117647059,0,186,0,0.2301300408,1
SND1,YES,2,170,0.0117647059,0,186,0,0.2301300408,1
SOCS3,YES,2,170,0.0117647059,0,186,0,0.2301300408,1
SURF4,YES,2,170,0.0117647059,0,186,0,0.2301300408,1
XPO7,YES,2,170,0.0117647059,0,186,0,0.2301300408,1
ZFP3,YES,2,170,0.0117647059,0,186,0,0.2301300408,1
ZNF275,YES,2,170,0.0117647059,0,186,0,0.2301300408,1
ZNF662,YES,2,170,0.0117647059,0,186,0,0.2301300408,1
B4GALNT4,NO,2,170,0.0117647059,0,186,0,0.2301300408,-
C19orf68,NO,2,170,0.0117647059,0,186,0,0.2301300408,-
CCDC129,NO,2,170,0.0117647059,0,186,0,0.2301300408,-
CYLC1,NO,2,170,0.0117647059,0,186,0,0.2301300408,-
ERICH6B,NO,2,170,0.0117647059,0,186,0,0.2301300408,-
FASLG,NO,2,170,0.0117647059,0,186,0,0.2301300408,-
GGTLC1,NO,2,170,0.0117647059,0,186,0,0.2301300408,-
GSG1L,NO,2,170,0.0117647059,0,186,0,0.2301300408,-
KLF15,NO,2,170,0.0117647059,0,186,0,0.2301300408,-
LAIR1,NO,2,170,0.0117647059,0,186,0,0.2301300408,-
MBD3L1,NO,2,170,0.0117647059,0,186,0,0.2301300408,-
MGAM2,NO,2,170,0.0117647059,0,186,0,0.2301300408,-
MYOG,NO,2,170,0.0117647059,0,186,0,0.2301300408,-
SLC23A3,NO,2,170,0.0117647059,0,186,0,0.2301300408,-
SPINK6,NO,2,170,0.0117647059,0,186,0,0.2301300408,-
SYT6,NO,2,170,0.0117647059,0,186,0,0.2301300408,-
TMEM200C,NO,2,170,0.0117647059,0,186,0,0.2301300408,-
NAXD,YES,39,340,0.2294117647,56,372,0.3010752688,0.2302989442,1
SERINC1,YES,13,340,0.0764705882,22,372,0.1182795699,0.2306149779,1
MYO16,YES,87,1518,0.5153712891,78,1664,0.4209136371,0.2306487917,1
ZNF14,YES,106,340,0.6235294118,95,372,0.5107526882,0.2309116166,1
STRN3,YES,49,828,0.3021018787,41,908,0.2331464709,0.2343562761,1
KNSTRN,YES,21,340,0.1235294118,15,372,0.0806451613,0.2347419915,1
RAB7A,YES,85,1190,0.5,112,1302,0.6021505376,0.2357101352,1
WWOX,YES,332,2550,1.9529411765,400,2790,2.1505376344,0.2364381482,1
RPGRIP1L,YES,47,170,0.2764705882,68,186,0.3655913978,0.2365324203,1
MAP4K4,YES,21,510,0.1235294118,15,558,0.0806451613,0.2373381704,1
PRPF38A,YES,44,340,0.2588235294,36,372,0.1935483871,0.2389969835,1
LDB2,YES,37,170,0.2176470588,54,186,0.2903225806,0.2405349074,1
GGCX,YES,113,492,0.6890243902,151,556,0.8124707807,0.2406073753,1
EVI5,YES,0,46,0,3,44,0.0681818182,0.2419354839,1
TTC23,YES,30,170,0.1764705882,23,186,0.123655914,0.2419982206,1
VPS13C,YES,10,170,0.0588235294,18,186,0.0967741935,0.2430856006,1
TUBA1B,YES,49,170,0.2882352941,69,186,0.3709677419,0.2437599883,1
CDH8,YES,22,340,0.1294117647,16,372,0.0860215054,0.2461282412,1
PI15,NO,8,170,0.0470588235,4,186,0.0215053763,0.2463136713,-
DNAJB12,YES,12,510,0.0705882353,7,558,0.0376344086,0.2468798653,1
VPS13B,YES,12,680,0.0705882353,7,744,0.0376344086,0.2477505265,1
ITGA3,NO,12,680,0.0705882353,7,744,0.0376344086,0.2477505265,-
ZIM3,YES,8,340,0.0470588235,4,372,0.0215053763,0.2483208096,1
C17orf62,YES,8,508,0.0471288515,4,558,0.0215053763,0.2485496535,1
LHX8,YES,8,510,0.0470588235,4,558,0.0215053763,0.2490512991,1
TRUB2,YES,64,510,0.3764705882,56,558,0.3010752688,0.2495467745,1
ZC3H18,YES,8,850,0.0470588235,4,930,0.0215053763,0.2496585881,1
ATG14,YES,0,170,0,3,186,0.0161290323,0.2500116712,1
CECR2,YES,0,170,0,3,186,0.0161290323,0.2500116712,1
FBXO38,YES,0,170,0,3,186,0.0161290323,0.2500116712,1
FGF14,YES,0,170,0,3,186,0.0161290323,0.2500116712,1
KIAA0319,YES,0,170,0,3,186,0.0161290323,0.2500116712,1
MYH9,YES,0,170,0,3,186,0.0161290323,0.2500116712,1
NDRG2,YES,0,170,0,3,186,0.0161290323,0.2500116712,1
RRM2,YES,0,170,0,3,186,0.0161290323,0.2500116712,1
SHISA2,YES,0,170,0,3,186,0.0161290323,0.2500116712,1
SLC5A6,YES,0,170,0,3,186,0.0161290323,0.2500116712,1
SMC1A,YES,0,170,0,3,186,0.0161290323,0.2500116712,1
STRIP1,YES,0,170,0,3,186,0.0161290323,0.2500116712,1
SZRD1,YES,0,170,0,3,186,0.0161290323,0.2500116712,1
WDR55,YES,0,170,0,3,186,0.0161290323,0.2500116712,1
HSD3B7,NO,0,170,0,3,186,0.0161290323,0.2500116712,-
SCN4A,NO,0,170,0,3,186,0.0161290323,0.2500116712,-
VHLL,NO,0,170,0,3,186,0.0161290323,0.2500116712,-
DHRS7,YES,54,340,0.3176470588,74,372,0.3978494624,0.2502764445,1
CASKIN1;TRAF7,YES,0,340,0,3,372,0.0161290323,0.2507492507,1
MRPL50,YES,0,340,0,3,372,0.0161290323,0.2507492507,1
NT5M,YES,0,340,0,3,372,0.0161290323,0.2507492507,1
PCDH15,YES,0,340,0,3,372,0.0161290323,0.2507492507,1
SCNM1;TMOD4;TNFAIP8L2-SCNM1,YES,0,340,0,3,372,0.0161290323,0.2507492507,1
VPS28,YES,0,340,0,3,372,0.0161290323,0.2507492507,1
ZNF766,YES,0,340,0,3,372,0.0161290323,0.2507492507,1
IL10,NO,0,340,0,3,372,0.0161290323,0.2507492507,-
ZNF785,NO,0,340,0,3,372,0.0161290323,0.2507492507,-
ATP6V1C2;PDIA6,YES,0,510,0,3,558,0.0161290323,0.2510013351,1
CCDC6,YES,0,510,0,3,558,0.0161290323,0.2510013351,1
FAM178B,YES,0,510,0,3,558,0.0161290323,0.2510013351,1
LEF1,YES,0,510,0,3,558,0.0161290323,0.2510013351,1
NDRG4,YES,0,510,0,3,558,0.0161290323,0.2510013351,1
RGS5,YES,0,510,0,3,558,0.0161290323,0.2510013351,1
RSPO3,YES,0,510,0,3,558,0.0161290323,0.2510013351,1
ZSCAN2,YES,0,510,0,3,558,0.0161290323,0.2510013351,1
ADAM33,NO,0,510,0,3,558,0.0161290323,0.2510013351,-
SLC16A8,NO,0,510,0,3,558,0.0161290323,0.2510013351,-
HCAR3,YES,117,680,0.6882352941,108,744,0.5806451613,0.2510095826,1
NUAK2,YES,22,170,0.1294117647,34,186,0.1827956989,0.2522637613,1
A4GNT,NO,105,510,0.6176470588,136,558,0.7311827957,0.2533465561,-
C8orf88;NECAB1,YES,18,170,0.1058823529,12,186,0.064516129,0.2539353539,1
SOX9,YES,53,170,0.3117647059,75,186,0.4032258065,0.2554251047,1
MC2R,NO,120,340,0.7058823529,156,372,0.8387096774,0.2554333024,-
CYP17A1,NO,16,170,0.0941176471,26,186,0.1397849462,0.2559741407,-
AQP8,NO,32,170,0.1882352941,25,186,0.1344086022,0.256189761,-
KCNS3,YES,69,170,0.4058823529,59,186,0.3172043011,0.2572747928,1
CHD5,NO,38,340,0.2235294118,31,372,0.1666666667,0.2583765139,-
ZDHHC11,YES,418,3188,2.4807147411,496,3490,2.6875384025,0.2586447533,1
PNMA8A,YES,43,170,0.2529411765,35,186,0.188172043,0.2615020111,1
UBR7,YES,55,170,0.3235294118,76,186,0.4086021505,0.2619197319,1
WIPF1,NO,15,850,0.0882352941,25,930,0.1344086022,0.2622613026,-
CCL7,NO,13,170,0.0764705882,8,186,0.0430107527,0.2626291925,-
PCDHB13,NO,31,340,0.1823529412,24,372,0.1290322581,0.2626503937,-
FAM129C,NO,43,170,0.2529411765,61,186,0.3279569892,0.2651400226,-
LILRA1,NO,11,340,0.0647058824,19,372,0.1021505376,0.2659443589,-
SLC28A3,YES,24,170,0.1411764706,37,186,0.1989247312,0.2666816606,1
MYEOV,NO,24,338,0.1422969188,18,372,0.0967741935,0.266837847,-
DISP2,NO,17,170,0.1,28,186,0.1505376344,0.266866063,-
ESCO2,YES,25,170,0.1470588235,19,186,0.1021505376,0.2677953679,1
MORF4L2,YES,90,340,0.5294117647,81,372,0.435483871,0.2685553298,1
C11orf84,YES,4,170,0.0235294118,9,186,0.0483870968,0.2686086619,1
NFATC1,YES,4,170,0.0235294118,9,186,0.0483870968,0.2686086619,1
ABCC1,YES,5,170,0.0294117647,2,186,0.0107526882,0.2690465651,1
AP1B1,YES,5,170,0.0294117647,2,186,0.0107526882,0.2690465651,1
CDC25C,YES,5,170,0.0294117647,2,186,0.0107526882,0.2690465651,1
RNLS,YES,5,170,0.0294117647,2,186,0.0107526882,0.2690465651,1
TIMM13;TMPRSS9,YES,5,170,0.0294117647,2,186,0.0107526882,0.2690465651,1
LPA,NO,5,170,0.0294117647,2,186,0.0107526882,0.2690465651,-
WBP2NL,NO,5,170,0.0294117647,2,186,0.0107526882,0.2690465651,-
ECHS1,YES,5,340,0.0294117647,2,372,0.0107526882,0.2694793808,1
KPTN,YES,5,340,0.0294117647,2,372,0.0107526882,0.2694793808,1
MYC,YES,5,340,0.0294117647,2,372,0.0107526882,0.2694793808,1
ACVRL1,NO,5,340,0.0294117647,2,372,0.0107526882,0.2694793808,-
CRYGN,NO,5,340,0.0294117647,2,372,0.0107526882,0.2694793808,-
CYP2F1,YES,11,680,0.0647058824,19,744,0.1021505376,0.2696409525,1
DOCK4,YES,5,510,0.0294117647,2,558,0.0107526882,0.2696419571,1
PLEKHO2,YES,5,510,0.0294117647,2,558,0.0107526882,0.2696419571,1
CD1A,NO,5,510,0.0294117647,2,558,0.0107526882,0.2696419571,-
SEL1L,YES,5,680,0.0294117647,2,744,0.0107526882,0.2697267537,1
KHNYN;SDR39U1,YES,277,340,1.6294117647,344,372,1.8494623656,0.2708207527,1
RBFOX2,YES,24,510,0.1411764706,18,558,0.0967741935,0.2712162285,1
SCGB1D1,YES,7,850,0.0411764706,13,930,0.0698924731,0.2714978938,1
ZNFX1,YES,298,850,1.7529411765,361,930,1.9408602151,0.2731732596,1
NHLH2,NO,12,170,0.0705882353,21,186,0.1129032258,0.2739412517,-
ZC3H3,YES,41,340,0.2411764706,34,372,0.1827956989,0.2755308274,1
RCVRN,NO,46,170,0.2705882353,38,186,0.2043010753,0.275596051,-
PRSS45,NO,96,680,0.5647058824,124,744,0.6666666667,0.2765704449,-
SLC25A37,YES,530,2210,3.1176470588,538,2418,2.8924731183,0.2770581403,1
ARL5B,YES,9,170,0.0529411765,5,186,0.0268817204,0.2801578767,1
RRBP1,YES,9,170,0.0529411765,5,186,0.0268817204,0.2801578767,1
B3GALT5,NO,9,170,0.0529411765,5,186,0.0268817204,0.2801578767,-
TDP1,YES,14,170,0.0823529412,9,186,0.0483870968,0.2828011344,1
LSAMP,NO,36,170,0.2117647059,52,186,0.2795698925,0.2831405975,-
G6PD,YES,33,340,0.1941176471,27,372,0.1451612903,0.2858378848,1
KLHL23;PHOSPHO2-KLHL23,YES,545,2618,4.6624888152,619,2774,4.6842212137,0.2860561756,1
TAPT1,YES,37,170,0.2176470588,30,186,0.1612903226,0.2879179302,1
BTBD2,YES,100,340,0.5882352941,91,372,0.4892473118,0.2893038445,1
BPIFB2,NO,8,340,0.0470588235,15,372,0.0806451613,0.2893535218,-
CREBBP,YES,2,170,0.0117647059,6,186,0.0322580645,0.2896289148,1
PNN,YES,2,170,0.0117647059,6,186,0.0322580645,0.2896289148,1
IQCF3,NO,2,170,0.0117647059,6,186,0.0322580645,0.2896289148,-
GPR156,YES,25,340,0.1470588235,37,372,0.1989247312,0.2899150395,1
DMRTC2,YES,2,340,0.0117647059,6,372,0.0322580645,0.2912675713,1
KARS,YES,2,340,0.0117647059,6,372,0.0322580645,0.2912675713,1
CSH2,NO,2,340,0.0117647059,6,372,0.0322580645,0.2912675713,-
CCND1,YES,71,1020,0.4176470588,93,1116,0.5,0.2918166163,1
SOX5,YES,19,510,0.1117647059,14,558,0.0752688172,0.2919971822,1
ARFGAP1,YES,2,680,0.0117647059,6,744,0.0322580645,0.2921339644,1
GIMAP6,NO,2,680,0.0117647059,6,744,0.0322580645,0.2921339644,-
MARCH2,YES,370,1190,2.1764705882,439,1296,2.3749415615,0.2923196085,1
NPPB,YES,77,500,0.4551470588,71,556,0.3821294998,0.2930803238,1
MEI1,YES,43,510,0.2529411765,36,558,0.1935483871,0.2937436574,1
C19orf84,NO,20,170,0.1176470588,31,186,0.1666666667,0.2944282355,-
ATG4B,YES,337,1190,1.9823529412,404,1302,2.1720430108,0.2947859772,1
ATP6V0E2,YES,123,340,0.7235294118,115,372,0.6182795699,0.2956615094,1
PTPN14,YES,26,340,0.1529411765,38,372,0.2043010753,0.2974625442,1
JPT2,YES,13,510,0.0764705882,21,558,0.1129032258,0.2994156459,1
DNALI1,NO,86,170,0.5058823529,77,186,0.4139784946,0.299524538,-
AQP3,YES,77,674,0.4576757532,70,734,0.3844617878,0.2996958816,1
ZBTB16,YES,14,170,0.0823529412,23,186,0.123655914,0.3000770889,1
CDH4,NO,29,170,0.1705882353,42,186,0.2258064516,0.3002460018,-
KDELC2,YES,71,170,0.4176470588,96,186,0.5161290323,0.300732529,1
ARID1A,YES,15,170,0.0882352941,10,186,0.0537634409,0.3013736623,1
CNTD2,YES,15,170,0.0882352941,10,186,0.0537634409,0.3013736623,1
FAM149A,YES,15,170,0.0882352941,10,186,0.0537634409,0.3013736623,1
TAGAP,NO,9,170,0.0529411765,16,186,0.0860215054,0.3030201564,-
MR1,NO,5,170,0.0294117647,10,186,0.0537634409,0.3037761721,-
CES5A,NO,55,170,0.3235294118,75,186,0.4032258065,0.3052216997,-
METRN,NO,105,1016,0.6182140326,133,1116,0.7150537634,0.3054628013,-
FAM162A,YES,28,340,0.1647058824,22,372,0.1182795699,0.3058676765,1
C1RL,NO,41,2716,0.2411764706,56,2972,0.3014259,0.3061352083,-
BATF2,YES,5,340,0.0294117647,10,372,0.0537634409,0.3062834003,1
INO80C,YES,70,170,0.4117647059,61,186,0.3279569892,0.3068104866,1
KNTC1,YES,5,510,0.0294117647,10,558,0.0537634409,0.3071939529,1
ATXN7L2,YES,47,340,0.2764705882,64,372,0.3440860215,0.3076615837,1
PPP4R4,YES,47,340,0.2764705882,64,372,0.3440860215,0.3076615837,1
RAP1GAP2,YES,5,680,0.0294117647,10,744,0.0537634409,0.3076637524,1
C9orf78,YES,69,510,0.4058823529,91,558,0.4892473118,0.3082698223,1
EMP2,YES,350,2040,2.0588235294,352,2232,1.8924731183,0.308385479,1
SLC24A3,NO,9,340,0.0529411765,16,372,0.0860215054,0.3095576196,-
ABCB1,NO,14,340,0.0823529412,23,372,0.123655914,0.3109782954,-
PRND,NO,76,170,0.4470588235,101,186,0.5430107527,0.3110732974,-
CARF,NO,22,170,0.1294117647,33,186,0.1774193548,0.3115577729,-
SMIM12,YES,9,510,0.0529411765,16,558,0.0860215054,0.3119593597,1
LIPI,NO,77,170,0.4529411765,102,186,0.5483870968,0.3131758636,-
BCAS4,YES,10,340,0.0588235294,6,372,0.0322580645,0.3136793464,1
ZDHHC21,YES,102,510,0.6,95,558,0.5107526882,0.3137120634,1
SHISA4,YES,58,170,0.3411764706,78,186,0.4193548387,0.3144564157,1
KIAA1586,YES,31,168,0.1845238095,25,186,0.1344086022,0.3144848837,1
PRDM16,YES,10,510,0.0588235294,6,558,0.0322580645,0.3150465354,1
DCN,NO,10,680,0.0588235294,6,744,0.0322580645,0.3157488113,-
LAGE3,YES,31,170,0.1823529412,25,186,0.1344086022,0.3161078968,1
C17orf99,YES,49,340,0.2882352941,42,372,0.2258064516,0.3162114298,1
CDCA4,YES,22,170,0.1294117647,17,186,0.0913978495,0.3168725298,1
SST,NO,22,170,0.1294117647,17,186,0.0913978495,0.3168725298,-
CALM3,YES,87,510,0.5117647059,80,558,0.4301075269,0.318069954,1
ERGIC2,YES,16,170,0.0941176471,11,186,0.0591397849,0.3185278936,1
CXCL13,NO,16,170,0.0941176471,11,186,0.0591397849,0.3185278936,-
EXOC8,YES,29,340,0.1705882353,42,372,0.2258064516,0.3186789115,1
FURIN,YES,62,340,0.3647058824,55,372,0.2956989247,0.3187733152,1
FFAR4,NO,29,340,0.1705882353,41,372,0.2204301075,0.3191011709,-
GREM1,NO,74,170,0.4352941176,66,186,0.3548387097,0.3197257235,-
NLRC3,NO,10,170,0.0588235294,17,186,0.0913978495,0.3215615969,-
C15orf59,NO,244,824,1.5052209773,292,890,1.6771504358,0.3216844619,-
LGI2,NO,331,1020,1.9470588235,395,1116,2.123655914,0.3225190617,-
OTULIN,YES,6,170,0.0352941176,3,186,0.0161290323,0.3229795074,1
RUNX1,YES,65,340,0.3823529412,86,372,0.4623655914,0.3236302378,1
AKR1C4,NO,16,170,0.0941176471,25,186,0.1344086022,0.323968333,-
BAG1,YES,6,340,0.0352941176,3,372,0.0161290323,0.3242834947,1
ST7,YES,6,340,0.0352941176,3,372,0.0161290323,0.3242834947,1
