Gene,Expressed,AC_Patient,AN_Patient,AF_Patient,AC_gnomAD,AN_gnomAD,AF_gnomAD,pVal,FDR
KLHL11,YES,33,356,0.0926966292,953,15012,0.0634825473,0.0511191317,0.4135846524
MAGEA3,YES,49,356,0.1376404494,1914,10254,0.1866588648,0.0510692997,0.4135846524
MED6,YES,24,712,0.0674157303,653,30014,0.0435034324,0.052102451,0.4201304663
RNH1,YES,36,356,0.1011235955,2121,14938,0.1419868791,0.0524032348,0.4211473307
ADI1,YES,127,712,0.356741573,4416,30000,0.2944,0.0534909294,0.4253079174
ANKRD26,YES,40,356,0.1123595506,1209,14998,0.0806107481,0.0535250177,0.4253079174
BPHL,YES,27,356,0.0758426966,759,15006,0.0505797681,0.0533413318,0.4253079174
ROBO4,YES,123,1068,0.345505618,6245,44946,0.4173597252,0.0536265479,0.4253079174
RASA3,YES,78,356,0.2191011236,2564,14978,0.1711844038,0.0545906605,0.4315346963
DNA2,YES,88,356,0.2471910112,4670,14966,0.3120406254,0.0548818502,0.4324187608
COX19,YES,11,356,0.0308988764,244,15000,0.0162666667,0.0551134131,0.4328287911
MT1G,YES,30,356,0.0842696629,869,14960,0.0580882353,0.0558337868,0.4370625323
ANXA6,YES,85,356,0.2387640449,2824,14966,0.1886943739,0.0563355199,0.4383448317
BAG1,YES,9,712,0.0252808989,193,30022,0.0128565325,0.0564215315,0.4383448317
IL15RA,YES,40,712,0.1123595506,1216,30000,0.0811098542,0.0565430289,0.4383448317
HS3ST6,YES,47,356,0.1320224719,2664,14962,0.1780510627,0.0569005939,0.4397029866
NFKB1,YES,5,356,0.0140449438,84,15004,0.0055985071,0.0573790033,0.4419833129
C4orf19;RELL1,YES,257,712,0.7219101124,12459,29974,0.8317339335,0.0584526709,0.4431741811
CHMP7,YES,9,356,0.0252808989,194,15008,0.0129264392,0.0580618555,0.4431741811
MT1A,YES,3,356,0.0084269663,35,15004,0.0023327113,0.0581985126,0.4431741811
OCRL,YES,3,356,0.0084269663,24,10500,0.0022857143,0.0580392919,0.4431741811
RSAD1,YES,2,712,0.0056179775,15,29962,0.0010012373,0.058368867,0.4431741811
C17orf53,YES,133,356,0.3735955056,4579,14946,0.3063695972,0.0587975626,0.4443916096
SLAIN2,YES,4,356,0.0112359551,59,14992,0.0039354322,0.0595471841,0.4486508153
LCE2B,NA,1,356,0.0028089888,2,14996,0.0001333689,0.0681445157,0.4571500991
AMOT,YES,26,356,0.0730337079,1139,10555,0.1079109427,0.0636829527,0.4571500991
C12orf43;HNF1A,YES,44,356,0.1235955056,1371,14976,0.0915464744,0.0684408407,0.4571500991
CHFR,YES,87,356,0.2443820225,4594,14992,0.3064300961,0.0610924829,0.4571500991
COPS7B,YES,4,356,0.0112359551,426,14996,0.0284075754,0.0684197491,0.4571500991
DGCR2,YES,23,1068,0.0646067416,640,44974,0.0426923004,0.0676145383,0.4571500991
DOC2A;INO80E,YES,1,356,0.0028089888,2,14980,0.0001335113,0.0682139341,0.4571500991
EPOP,YES,1,356,0.0028089888,2,14996,0.0001333689,0.0681445157,0.4571500991
EVI5,YES,3,90,0.0333333333,12,1350,0.0088888889,0.0656945282,0.4571500991
EZH1,YES,1,356,0.0028089888,2,14994,0.0001333867,0.0681531853,0.4571500991
FA2H,YES,1,356,0.0028089888,2,14934,0.0001339226,0.0684143016,0.4571500991
FAM166A;TUBB4B,YES,2,356,0.0056179775,16,14998,0.0010668089,0.0647533969,0.4571500991
FBLN1,YES,1,356,0.0028089888,2,15008,0.0001332623,0.0680925446,0.4571500991
FGD4,YES,1,356,0.0028089888,2,15006,0.00013328,0.068101201,0.4571500991
FGFR4,YES,1,356,0.0028089888,2,14994,0.0001333867,0.0681531853,0.4571500991
FMN1,YES,100,712,0.2808988764,3428,29968,0.2287758344,0.0615162871,0.4571500991
GCH1,YES,3,712,0.0084269663,36,30018,0.0023977621,0.0616266546,0.4571500991
GLIS2,YES,1,356,0.0028089888,2,14926,0.0001339944,0.0684492683,0.4571500991
GTSF1L,YES,1,356,0.0028089888,2,15012,0.0001332268,0.0680752385,0.4571500991
MAP3K6,YES,1,356,0.0028089888,2,14962,0.000133672,0.0682921989,0.4571500991
NCDN,YES,20,356,0.0561797753,520,14628,0.0355482636,0.0617450659,0.4571500991
NHLRC1,YES,1,356,0.0028089888,2,15004,0.0001332978,0.0681098595,0.4571500991
PARD3B,YES,57,356,0.1601123596,1838,14996,0.1225660176,0.0669991265,0.4571500991
PARP2,YES,84,356,0.2359550562,4446,14976,0.296875,0.0657836928,0.4571500991
PBDC1,YES,1,356,0.0028089888,1,10500,9.52380952380952E-05,0.0646798677,0.4571500991
PLCL1,YES,1,356,0.0028089888,2,15016,0.0001331913,0.0680579412,0.4571500991
PLRG1,YES,149,1068,0.4185393258,5304,44826,0.3552878923,0.0662058823,0.4571500991
PPP4R3A,YES,141,356,0.3960674157,7163,14962,0.4787461569,0.065171603,0.4571500991
PTDSS1,YES,1,356,0.0028089888,2,14998,0.0001333511,0.0681358484,0.4571500991
RAB38,YES,685,1424,1.9241573034,26446,59980,1.7645553358,0.0656860698,0.4571500991
SLC25A24,YES,1,356,0.0028089888,225,15002,0.0149980003,0.068374121,0.4571500991
SNX29,YES,1,356,0.0028089888,2,14970,0.0001336005,0.0682573923,0.4571500991
TICAM1,YES,68,356,0.191011236,3664,14966,0.2448215956,0.0634411404,0.4571500991
TLN2,YES,1,356,0.0028089888,2,15000,0.0001333333,0.0681271832,0.4571500991
TPTE,YES,1,356,0.0028089888,2,15008,0.0001332623,0.0680925446,0.4571500991
TRAF2,YES,1,356,0.0028089888,2,14986,0.0001334579,0.0681878856,0.4571500991
TTC7B,YES,1,356,0.0028089888,2,15006,0.00013328,0.068101201,0.4571500991
ZBTB37,YES,144,356,0.404494382,5027,14954,0.336164237,0.0680835124,0.4571500991
ZDHHC13,YES,15,1068,0.0421348315,381,44958,0.025394555,0.0635934727,0.4571500991
ZNF585A,YES,140,1424,0.393258427,4803,57862,0.3641392761,0.0610508025,0.4571500991
ZNF716,YES,1,356,0.0028089888,2,14996,0.0001333689,0.0681445157,0.4571500991
SETX,YES,40,356,0.1123595506,1237,15010,0.0824117255,0.0693712469,0.4620278349
DEF8,YES,3,356,0.0084269663,345,14960,0.0230614973,0.0700616265,0.4640620372
SLC48A1,YES,107,1068,0.3005617978,5404,44784,0.3624336522,0.0699752367,0.4640620372
CDC40,YES,45,356,0.1264044944,1392,14936,0.0931976433,0.0703527316,0.4647135231
NPL,YES,41,356,0.1151685393,1262,14982,0.0842344146,0.0714913323,0.4696610416
OAS3,YES,2,356,0.0056179775,17,14974,0.0011353012,0.0714751248,0.4696610416
ZNF90,YES,7,1068,0.0196629213,589,45034,0.0392420872,0.0720233802,0.4718705695
HOOK2,YES,3,354,0.0084745763,364,14998,0.0242699027,0.0722562839,0.4721135517
RPL26L1,YES,30,356,0.0842696629,889,15010,0.0592271819,0.0733061626,0.4776788055
AKR1C3,YES,3,356,0.0084269663,39,15008,0.0025986141,0.0739862606,0.4793998751
AMIGO1,YES,3,356,0.0084269663,39,14976,0.0026041667,0.0743476969,0.4793998751
CLPX,YES,3,356,0.0084269663,39,15002,0.0025996534,0.0740538541,0.4793998751
RAB11FIP2,YES,4,356,0.0112359551,64,14998,0.0042672356,0.074365638,0.4793998751
FADS2,YES,42,356,0.1179775281,1296,14966,0.0865962849,0.0751544735,0.4831931619
MOCS1,YES,29,1780,0.0814606742,870,74910,0.0580735464,0.0753622584,0.4832404389
SEPT11,YES,70,2136,0.1966292135,2330,89076,0.1568400208,0.0757600481,0.4845025888
EMP2,YES,254,2136,0.7134831461,12016,89742,0.8056439576,0.0775254576,0.4873800821
LAPTM5,YES,72,356,0.202247191,3829,14966,0.2558465856,0.0777339289,0.4873800821
NDRG1,YES,2,712,0.0056179775,18,29966,0.0012012642,0.0779050773,0.4873800821
PKM,YES,8,712,0.0224719101,173,29944,0.0115535247,0.0766209927,0.4873800821
RIPOR3,YES,8,356,0.0224719101,173,15002,0.0115317958,0.0766465827,0.4873800821
SFXN4,YES,2,356,0.0056179775,18,15002,0.00119984,0.0779750762,0.4873800821
SNRPA,YES,17,356,0.047752809,1113,14920,0.0745978552,0.0780293288,0.4873800821
VASH1,YES,26,356,0.0730337079,1585,14998,0.1056807574,0.0768601761,0.4873800821
ZNF726,YES,12,356,0.0337078652,848,14986,0.0565861471,0.0776860446,0.4873800821
PRG3,YES,2,356,0.0056179775,18,14962,0.0012030477,0.0783266061,0.4879727322
DHRS7,YES,128,712,0.3595505618,4519,29962,0.3016490338,0.0787732857,0.4882323697
JUND,YES,106,356,0.297752809,5367,14772,0.363322502,0.0786929892,0.4882323697
N4BP2,YES,19,356,0.0533707865,515,14980,0.0343791722,0.0794036999,0.490877745
AURKA,YES,19,712,0.0533707865,517,30024,0.0344391154,0.0806458903,0.4972819474
GFER,YES,55,356,0.154494382,2987,14972,0.1995057441,0.0811446242,0.4978109136
ZFYVE19,YES,147,712,0.4129213483,5247,29956,0.3505412383,0.0811349404,0.4978109136
CCDC134,YES,43,356,0.1207865169,1362,14976,0.0909455128,0.0828932377,0.5059635342
SARS,YES,5,356,0.0140449438,469,15010,0.0312458361,0.0828830147,0.5059635342
ATL3,YES,1,356,0.0028089888,3,15008,0.0001998934,0.0897408373,0.5089473106
C6orf89,YES,1,356,0.0028089888,3,15016,0.0001997869,0.0896957739,0.5089473106
CCNG1,YES,1,356,0.0028089888,3,15006,0.00019992,0.0897521102,0.5089473106
CEP350,YES,1,356,0.0028089888,3,15004,0.0001999467,0.0897633859,0.5089473106
COL18A1,YES,168,356,0.4719101124,5973,14934,0.3999598232,0.0867993834,0.5089473106
CRYBG1,YES,4,356,0.0112359551,68,15018,0.0045278999,0.0871762869,0.5089473106
EFNA3,YES,13,356,0.0365168539,883,14796,0.0596782914,0.0850345607,0.5089473106
FPGS,YES,121,1068,0.3398876404,6031,44944,0.4034064736,0.0838308313,0.5089473106
GALNT2,YES,32,712,0.0898876404,974,29988,0.0649593171,0.0889048661,0.5089473106
GRAP2,YES,5,712,0.0140449438,96,30016,0.0063982938,0.0868886252,0.5089473106
H1FOO,YES,1,356,0.0028089888,3,15006,0.00019992,0.0897521102,0.5089473106
HDAC3,YES,17,356,0.047752809,454,14982,0.0303030303,0.0868325814,0.5089473106
KLHL9,YES,1,356,0.0028089888,3,15012,0.0001998401,0.0897182999,0.5089473106
KMT2C,YES,14,712,0.0393258427,371,29974,0.0247665854,0.0897300856,0.5089473106
MEIS2,YES,16,356,0.0449438202,1054,14982,0.070351088,0.0883176174,0.5089473106
NINL,YES,39,712,0.1095505618,1235,30006,0.0823169932,0.088895168,0.5089473106
NISCH,YES,1,356,0.0028089888,3,14998,0.0002000267,0.0897972302,0.5089473106
P2RY6,YES,1,356,0.0028089888,3,15008,0.0001998934,0.0897408373,0.5089473106
P3H1,YES,19,356,0.0533707865,525,14964,0.0350842021,0.0837304426,0.5089473106
PDK2,YES,41,356,0.1151685393,2301,14954,0.1538718737,0.0850881693,0.5089473106
PLA2G16,YES,1,356,0.0028089888,3,14986,0.0002001868,0.0898649953,0.5089473106
PPP1CB,YES,1,356,0.0028089888,3,14978,0.0002002938,0.0899102288,0.5089473106
RNF40,YES,1,356,0.0028089888,3,14996,0.0002000533,0.0898085173,0.5089473106
SARM1;SLC46A1,YES,1,356,0.0028089888,3,14968,0.0002004276,0.0899668348,0.5089473106
SFXN5,YES,11,356,0.0308988764,779,14934,0.0521628499,0.0874862387,0.5089473106
TRIM41,YES,1,356,0.0028089888,3,14990,0.0002001334,0.0898423956,0.5089473106
TRMT2B,YES,168,356,0.4719101124,4147,10370,0.399903568,0.0853576582,0.5089473106
TTC17,YES,1,356,0.0028089888,3,14938,0.0002008301,0.0901370807,0.5089473106
WDR31,YES,1,356,0.0028089888,3,15012,0.0001998401,0.0897182999,0.5089473106
WWOX,YES,709,3560,1.9915730337,32063,149746,2.1477540539,0.0840384439,0.5089473106
ZCCHC4,YES,1,356,0.0028089888,3,15006,0.00019992,0.0897521102,0.5089473106
ZNF546,YES,42,712,0.1179775281,2332,30012,0.1554045076,0.0866364298,0.5089473106
PHF21A,YES,4,356,0.0112359551,69,15008,0.004597548,0.0907738299,0.5113451025
CTSD,YES,110,356,0.308988764,3817,14902,0.2561401154,0.0919400858,0.5141467302
FARP1,YES,2,356,0.0056179775,20,15006,0.0013328002,0.0919411888,0.5141467302
NR2F6,YES,2,356,0.0056179775,20,14988,0.0013344009,0.0921241756,0.5141467302
ZNF286A,YES,332,706,0.9390889831,15541,29480,1.056153235,0.0920809986,0.5141467302
LIG3,YES,147,356,0.4129213483,7287,14914,0.4886013142,0.0926810745,0.5150497198
ZFHX3,YES,4,356,0.0112359551,63,13626,0.0046235139,0.0927132221,0.5150497198
MT1X,YES,1,356,0.0028089888,3,14374,0.0002087102,0.0934619515,0.5168274431
STARD10,YES,23,356,0.0646067416,1404,14956,0.0938753677,0.0932546124,0.5168274431
SH3KBP1,YES,1,356,0.0028089888,2,10621,0.0001883062,0.094412257,0.5196985198
SLC11A2,YES,10,356,0.0280898876,245,15012,0.0163202771,0.0942917985,0.5196985198
BARX2,YES,20,356,0.0561797753,1254,14994,0.0836334534,0.0946591046,0.5198703901
NUMB,YES,74,356,0.2078651685,2507,14986,0.1672894702,0.0952655877,0.5208764027
TNK2,YES,1,356,0.0028089888,197,14952,0.0131754949,0.0952743648,0.5208764027
GFOD1,YES,3,356,0.0084269663,339,14974,0.0226392414,0.0960230779,0.5237819927
PKNOX1,YES,2,356,0.0056179775,194,11016,0.017610748,0.0963278824,0.5242585205
TEX51,NA,43,356,0.1207865169,1359,14938,0.0909760343,0.0991044402,0.5277194885
ATAD3B,YES,1,354,0.0028248588,211,14886,0.014174392,0.0988979894,0.5277194885
ATXN7L1,YES,1,356,0.0028089888,211,14996,0.0140704188,0.0987418933,0.5277194885
DNAJB2,YES,3,356,0.0084269663,44,14922,0.0029486664,0.0973320196,0.5277194885
JAG2,YES,69,1424,0.1938202247,2351,59940,0.1569568521,0.0993714839,0.5277194885
MOB3A,YES,10,356,0.0280898876,722,14960,0.0482620321,0.0986143627,0.5277194885
NUP93,YES,2,356,0.0056179775,273,14974,0.0182316014,0.0993613051,0.5277194885
SIPA1L2,YES,2,356,0.0056179775,21,15014,0.0013986946,0.0991073411,0.5277194885
SOX9,YES,128,356,0.3595505618,6410,14978,0.4279610095,0.0976039222,0.5277194885
ZNF384,YES,2,356,0.0056179775,21,14998,0.0014001867,0.0992810733,0.5277194885
ZNF562,YES,2,356,0.0056179775,270,15016,0.0179808205,0.0984182888,0.5277194885
MLXIP,YES,242,712,0.6797752809,11535,29914,0.7710603732,0.0998698326,0.529200366
PCDHGA1;PCDHGA10;PCDHGA11;PCDHGA12;PCDHGA2;PCDHGA3;PCDHGA4;PCDHGA5;PCDHGA6;PCDHGA7;PCDHGA8;PCDHGA9;PCDHGB1;PCDHGB2;PCDHGB3;PCDHGB4;PCDHGB5;PCDHGB6;PCDHGB7;PCDHGC3;PCDHGC4;PCDHGC5,YES,38,712,0.106741573,2120,29908,0.1418971807,0.1007132986,0.53249948
KIAA1468,YES,21,356,0.058988764,592,14976,0.0395299145,0.1012555646,0.534195112
PSMD14,YES,31,356,0.0870786517,941,14972,0.0628506546,0.1016708127,0.535214693
MAFF,YES,4,356,0.0112359551,72,14982,0.0048057669,0.1019379237,0.5354517081
ARL3,YES,13,356,0.0365168539,337,14986,0.0224876551,0.1041803844,0.5448566307
CAPN15,YES,110,356,0.308988764,3853,14960,0.2575534759,0.1041227144,0.5448566307
MLPH,YES,44,712,0.1235955056,2394,29994,0.1597484574,0.1051136267,0.5485475195
ABCC4,YES,156,356,0.4382022472,5602,14964,0.374365143,0.108190118,0.5514442857
ACTR1B,YES,210,356,0.5898876404,10168,14954,0.6799518523,0.1091258301,0.5514442857
ATG9B,YES,1,356,0.0028089888,4,14986,0.0002669158,0.1110364423,0.5514442857
CACNA2D3,YES,40,356,0.1123595506,2222,14996,0.1481728461,0.1102177217,0.5514442857
CCDC34,YES,1,356,0.0028089888,4,15008,0.0002665245,0.1108848623,0.5514442857
CCNI,YES,1,356,0.0028089888,4,14986,0.0002669158,0.1110364423,0.5514442857
CIC,YES,3,356,0.0084269663,47,14958,0.0031421313,0.1113094804,0.5514442857
CRABP2,YES,1,356,0.0028089888,4,14966,0.0002672725,0.1111746018,0.5514442857
DAGLB,YES,1,356,0.0028089888,4,14990,0.0002668446,0.1110088515,0.5514442857
DDX59,YES,2,356,0.0056179775,22,15010,0.0014656895,0.1065536066,0.5514442857
FAM83F,YES,1,356,0.0028089888,4,15008,0.0002665245,0.1108848623,0.5514442857
FAXDC2,YES,5,712,0.0140449438,103,29980,0.0068719696,0.1079939871,0.5514442857
GALNT7,YES,1,356,0.0028089888,4,14990,0.0002668446,0.1110088515,0.5514442857
GMIP,YES,228,356,0.6404494382,10989,14924,0.7363307424,0.1076136833,0.5514442857
IWS1,YES,1,356,0.0028089888,4,15012,0.0002664535,0.1108573467,0.5514442857
KIAA2013,YES,1,356,0.0028089888,4,15010,0.000266489,0.1108711028,0.5514442857
KRT80,YES,88,712,0.2471910112,3089,29986,0.2060981674,0.1107408964,0.5514442857
MAN2A1,YES,32,356,0.0898876404,985,14974,0.0657806865,0.1091672498,0.5514442857
MED15,YES,16,356,0.0449438202,435,14996,0.0290077354,0.1113867139,0.5514442857
MTHFS;ST20-MTHFS,YES,1,356,0.0028089888,4,15008,0.0002665245,0.1108848623,0.5514442857
PANX1,YES,36,356,0.1011235955,1142,15010,0.0760826116,0.111386632,0.5514442857
PRAMEF4,YES,45,356,0.1264044944,1223,12628,0.0968482737,0.1084386132,0.5514442857
RFPL2,YES,1,356,0.0028089888,4,15002,0.0002666311,0.1109261613,0.5514442857
SEL1L,YES,5,712,0.0140449438,104,29964,0.0069464279,0.1113217539,0.5514442857
WSCD1,YES,21,356,0.058988764,607,14970,0.0405477622,0.1062303022,0.5514442857
ACVR1,YES,69,712,0.1938202247,3562,29978,0.2378773879,0.1121871693,0.5528146831
METRNL,YES,14,356,0.0393258427,920,14978,0.061423421,0.1128099644,0.5528146831
PAQR8,YES,115,712,0.3230337079,5698,30002,0.3800866246,0.1127188936,0.5528146831
TRIB3,YES,51,356,0.143258427,1668,14972,0.1114079615,0.1126414394,0.5528146831
USH2A,YES,4,712,0.0112359551,75,30016,0.0049973348,0.1120545417,0.5528146831
MMP14,YES,148,356,0.4157303371,7262,14908,0.4871210089,0.1130814119,0.5530208603
NPTX1,YES,9,356,0.0252808989,216,14998,0.0144019203,0.1133539757,0.5532316508
EGFLAM,YES,2,356,0.0056179775,23,15010,0.0015323118,0.1140981636,0.5546182912
HSPH1,YES,2,712,0.0056179775,23,29976,0.001534561,0.114052019,0.5546182912
CHD4,YES,11,356,0.0308988764,282,14986,0.0188175631,0.1156090209,0.5576664887
DEFB1,YES,11,712,0.0308988764,282,30016,0.0187923942,0.1151047033,0.5576664887
KLHDC7A,YES,307,1424,0.8623595506,14291,59856,0.9559037215,0.1156504539,0.5576664887
MAGEA1,YES,78,712,0.2191011236,1883,20882,0.1806545566,0.1155584075,0.5576664887
CTC1,YES,4,356,0.0112359551,372,14992,0.0248132337,0.1167545726,0.5618668156
FAM53C,YES,119,712,0.3342696629,5862,29878,0.3932980641,0.1173045894,0.5633891736
TRIML2,YES,66,712,0.1853932584,2259,29978,0.1507105137,0.1183070124,0.5670739699
PNPLA3,YES,97,1068,0.2724719101,4825,44862,0.3226786869,0.1201195134,0.5746193388
PIK3CA,YES,3,356,0.0084269663,49,14986,0.0032697184,0.1209180072,0.5753634631
SHTN1,YES,296,1068,0.8314606742,13848,44982,0.9243059838,0.1209779566,0.5753634631
TSEN15,YES,29,712,0.0814606742,897,29986,0.0598470776,0.1209909895,0.5753634631
BIRC6,YES,2,356,0.0056179775,24,15014,0.0015985081,0.1217218478,0.5761335521
KIF6,YES,14,356,0.0393258427,373,14990,0.0248832555,0.1218698099,0.5761335521
PDZD8,YES,2,356,0.0056179775,24,15006,0.0015993603,0.1218257396,0.5761335521
MAVS,YES,189,1068,0.5308988764,7004,44904,0.4691349749,0.1224252324,0.5776266835
PEPD,YES,156,712,0.4382022472,7535,29912,0.5038112691,0.1228480341,0.5784894729
PGF,YES,9,712,0.0252808989,224,29960,0.0149527429,0.1234168683,0.5797047849
TMEM218,YES,189,356,0.5308988764,6880,14962,0.4598315733,0.123587001,0.5797047849
ATP5B,YES,9,356,0.0252808989,225,15010,0.0149900067,0.1246062636,0.5819293423
GDPD4,YES,248,1780,0.6966292135,9383,74910,0.6273914124,0.1247853463,0.5819293423
SLC34A2,YES,95,712,0.2668539326,3363,29958,0.2247133015,0.1245189674,0.5819293423
EXOC4,YES,3,712,0.0084269663,50,29980,0.0033353684,0.1254731507,0.5819615477
SGTA,YES,96,356,0.2696629213,3375,14972,0.2254207855,0.1251612783,0.5819615477
TTC39A,YES,51,712,0.143258427,2715,30002,0.1810450355,0.1255163852,0.5819615477
LHX8,YES,11,712,0.0308988764,292,29990,0.0194820507,0.1261011545,0.5835506403
COLCA1,NA,1,356,0.0028089888,5,15006,0.0003332001,0.1315525289,0.5890186424
ASAH1,YES,2,356,0.0056179775,25,14990,0.0016677785,0.1298446372,0.5890186424
CD55,YES,1,356,0.0028089888,5,14964,0.0003341353,0.1318921903,0.5890186424
ESAM,YES,90,356,0.2528089888,3135,14962,0.2095308114,0.1287840854,0.5890186424
FAM43A,YES,1,356,0.0028089888,5,14980,0.0003337784,0.1317625892,0.5890186424
GAA,YES,1,356,0.0028089888,5,14964,0.0003341353,0.1318921903,0.5890186424
KIF26A,YES,9,356,0.0252808989,228,14938,0.0152630874,0.1306717738,0.5890186424
LRCH3,YES,1,356,0.0028089888,5,15010,0.0003331113,0.1315202712,0.5890186424
PARP6,YES,7,712,0.0196629213,168,29936,0.0112239444,0.1322340914,0.5890186424
PCED1B,YES,1,356,0.0028089888,5,14992,0.0003335112,0.1316655551,0.5890186424
PEX7,YES,1,356,0.0028089888,5,15010,0.0003331113,0.1315202712,0.5890186424
PSRC1,YES,1,356,0.0028089888,5,14998,0.0003333778,0.1316170916,0.5890186424
PUS1,YES,1,356,0.0028089888,5,14998,0.0003333778,0.1316170916,0.5890186424
RALGAPA2,YES,9,356,0.0252808989,230,14996,0.0153374233,0.1324018023,0.5890186424
RIIAD1,YES,91,356,0.2556179775,3187,14994,0.2125516873,0.131029794,0.5890186424
RYR2,YES,1,356,0.0028089888,5,14996,0.0003334222,0.1316332421,0.5890186424
SLC35B4,YES,143,356,0.4016853933,6976,14872,0.4690693921,0.1319051894,0.5890186424
TEF,YES,1,356,0.0028089888,5,14934,0.0003348065,0.1321358796,0.5890186424
TRAPPC12,YES,1,356,0.0028089888,5,14998,0.0003333778,0.1316170916,0.5890186424
ZBTB3,YES,1,356,0.0028089888,5,14900,0.0003355705,0.1324131498,0.5890186424
ZNF76,YES,1,356,0.0028089888,5,14988,0.0003336002,0.131697884,0.5890186424
RAB29,YES,487,1068,1.3679775281,22311,44978,1.4883782863,0.1338859831,0.5944734902
CDKN1A,YES,34,1780,0.095505618,1094,74972,0.072977647,0.1344594391,0.5959222569
APMAP,YES,45,356,0.1264044944,1486,14962,0.099318273,0.1347153393,0.5959608862
RARS,YES,2,356,0.0056179775,252,14994,0.0168067227,0.1350156709,0.5961955723
TCF25,YES,19,712,0.0533707865,1158,29960,0.0773230049,0.1354661806,0.5970913372
TFAP2A,YES,24,356,0.0674157303,707,14690,0.0481279782,0.1360568069,0.5986002945
ALDH16A1,YES,147,356,0.4129213483,5293,14906,0.3550919093,0.1368503028,0.6009946813
ZNF626,YES,2,356,0.0056179775,26,15008,0.0017324094,0.1375065789,0.6027788396
EVL,YES,2,356,0.0056179775,26,14982,0.0017354158,0.1378820585,0.603327846
ZNF793,YES,50,712,0.1404494382,2645,29994,0.1765919975,0.1383150292,0.6041259699
NFE2L1,YES,5,356,0.0140449438,430,14998,0.0286704894,0.1397768404,0.6094068031
MAP1LC3B,YES,618,712,1.7359550562,28166,29860,1.8865170586,0.1413964858,0.6153554645
ASXL1,YES,116,356,0.3258426966,5723,14982,0.3819917234,0.1449616123,0.6205126164
EXOC2,YES,10,712,0.0280898876,256,30012,0.0170617979,0.1458816511,0.6205126164
F3,YES,2,356,0.0056179775,27,15000,0.0018,0.1456381786,0.6205126164
G6PD,YES,59,356,0.1657303371,1368,10168,0.1345397325,0.1435783818,0.6205126164
GEMIN8,YES,8,356,0.0224719101,131,10467,0.012515525,0.1433552669,0.6205126164
IMMP2L,YES,6,356,0.0168539326,133,15014,0.0088583988,0.1441373421,0.6205126164
KPTN,YES,6,356,0.0168539326,132,14978,0.0088129256,0.1429080781,0.6205126164
LIAS,YES,154,356,0.4325842697,5596,14938,0.3746150756,0.1446786154,0.6205126164
NDFIP1,YES,283,712,0.7949438202,10728,29934,0.717158742,0.145702009,0.6205126164
PSTPIP1,YES,2,356,0.0056179775,27,14964,0.0018043304,0.1461846396,0.6205126164
RIDA,YES,74,356,0.2078651685,3782,14986,0.2523688776,0.1438797601,0.6205126164
SUPT5H,YES,2,356,0.0056179775,27,14994,0.0018007203,0.145729046,0.6205126164
